name,num_atoms,pred_energy
Ribavirin (Copegus),17,0.5973656177520752
Rosiglitazone maleate,33,0.6126783490180969
Scopolamine hydrobromide,27,1.3799747228622437
Sotalol HCl,19,0.7261998057365417
Spectinomycin 2HCl,28,0.7654559016227722
Sulfadoxine (Sulphadoxine),21,0.6386860013008118
Terbinafine hydrochloride (Lamisil),23,0.7185813784599304
Vardenafil Hydrochloride Trihydrate (Vivanza,38,0.7269611358642578
Maprotiline hydrochloride,22,0.7209121584892273
Naphazoline hydrochloride (Naphcon),17,0.724606454372406
Epinephrine bitartrate (Adrenalinium),23,0.6126493215560913
Phenytoin sodium (Dilantin),20,0.6367534399032593
Phenytoin (Lepitoin),19,0.5959692001342773
Ciclopirox (Penlac),15,0.5941983461380005
Dopamine hydrochloride (Inotropin),12,0.7315321564674377
Ritodrine hydrochloride (Yutopar),24,0.7626217603683472
Isoconazole nitrate (Travogen),29,0.6532984972000122
Econazole nitrate (Spectazole),28,0.6525542736053467
Miconazole (Monistat),25,0.6225917339324951
Secnidazole (Flagentyl),13,0.6144564747810364
Rivaroxaban (Xarelto),29,0.6411538124084473
Fingolimod (FTY720) HCl,23,0.7214406728744507
Pimecrolimus,57,0.6187847256660461
Tofacitinib citrate (CP-690550 citrate),36,0.6095969676971436
"Toremifene Citrate (Fareston, Acapodene)",42,0.6200377941131592
CAL-101 (GS-1101),31,0.586734414100647
Neohesperidin,43,0.5978363752365112
Clomipramine hydrochloride (Anafranil),23,0.7231593132019043
Ceftiofur hydrochloride ,37,0.7293938994407654
Phenformin hydrochloride ,16,0.7327885627746582
Erythromycin,52,0.6118226051330566
Trospium chloride (Sanctura),32,0.7623554468154907
Tolterodine tartrate (Detrol LA),34,0.6078845262527466
Clomifene citrate (Serophene),42,0.6146883368492126
Cloxacillin sodium,32,0.6517214775085449
Niacin (Nicotinic acid),9,0.6039161682128906
Cortisone acetate (Cortone),32,0.6018452048301697
Isoprenaline hydrochloride,16,0.7272788286209106
Rosiglitazone (Avandia),25,0.6077503561973572
R788 (Fostamatinib),40,0.6622181534767151
Edaravone (MCI-186),13,0.5863174200057983
Dolutegravir (GSK1349572),31,0.6006582975387573
Suplatast tosylate,33,0.6569257974624634
Fluocinonide (Vanos),37,0.6027238965034485
Curcumin,27,0.5886459350585938
Prednisolone acetate (Omnipred),32,0.6018452048301697
Dimethyl Fumarate,10,0.5987842082977295
Clinofibrate,34,0.6050164103507996
GSK1120212 (Trametinib),37,0.7822117805480957
Ciprofibrate,18,0.6516546607017517
Amoxicillin sodium (Amox),27,0.6431450843811035
"Fedratinib (SAR302503, TG101348)",37,0.6294006109237671
Brompheniramine hydrogen maleate,27,0.695804238319397
Carvedilol,30,0.591782808303833
Phenylephrine hydrochloride,14,0.7493749260902405
Medroxyprogesterone acetate,31,0.5993064641952515
Ropinirole HCl,20,0.7226599454879761
"(+,-)-Octopamine HCl",12,0.7316833734512329
"Dacomitinib (PF299804, PF-00299804)",33,0.6171808838844299
Linagliptin (BI-1356),35,0.5914298295974731
Erdosteine,15,0.6155446171760559
Fenoprofen calcium,37,0.7372230887413025
